Gss year for this respondent                       ,Respondent income in constant dollars,Family income in constant dollars,Those in need have to take care of themselves,R has given money to a charity,R done volunteer work for a charity,Others misfortunes do not disturb r,R feels protective towards people taken advantage,R does not feel very sorry for people having pro,R have tender feeling for people less fortunate,Highest year of school completed,Age of respondent,Marital status,Respondent id number,Ballot used for interview
2002,0,97286,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,27,Never married,206,Ballot c
2002,3405,0,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,3,3,3,3,12,No answer,Never married,207,Ballot a
2002,0,43779,Disagree,Once in the past year,Not at all in the past year,3,4,3,3,14,57,Divorced,208,Ballot b
2002,0,10945,Agree,Not at all in the past year,Not at all in the past year,3,Describes very well,Does not describe very well,Describes very well,10,35,Divorced,209,Ballot c
2002,0,160197,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,29,Married,210,Ballot a
2002,1946,18241,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,33,Divorced,211,Ballot b
2002,43779,43779,Disagree,Once a week,Not at all in the past year,Does not describe very well,2,Does not describe very well,Describes very well,14,45,Never married,212,Ballot a
2002,0,13377,Strongly agree,At least 2 or 3 times in the past year,Not at all in the past year,3,3,3,4,13,74,Divorced,213,Ballot b
2002,0,36482,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,43,Married,214,Ballot a
2002,10945,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,46,Married,215,Ballot b
2002,18241,18241,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,57,Widowed,216,Ballot c
2002,0,0,Dont know,Dont know,Dont know,Dont know,Dont know,Dont know,Dont know,14,40,Married,217,Ballot a
2002,235707,160197,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,43,Married,218,Ballot a
2002,0,97286,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,41,Married,219,Ballot b
2002,235707,160197,Agree,Once in the past year,Not at all in the past year,2,3,3,4,16,37,Married,220,Ballot a
2002,13377,160197,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,22,Never married,221,Ballot a
2002,235707,160197,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,50,Married,222,Ballot b
2002,26754,31618,Strongly agree,Once in the past year,Once in the past year,3,Describes very well,3,Describes very well,12,40,Married,223,Ballot c
2002,31618,53507,Disagree,Not at all in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,11,32,Married,224,Ballot c
2002,36482,160197,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,33,Divorced,225,Ballot b
2002,23105,23105,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,34,Divorced,226,Ballot c
2002,43779,160197,Agree,Once a month,Not at all in the past year,4,Describes very well,4,4,14,57,Married,227,Ballot a
2002,97286,97286,Neither agree nor disagree,At least 2 or 3 times in the past year,Once in the past year,2,4,2,4,12,53,Married,228,Ballot b
2002,0,65668,Neither agree nor disagree,More than once a week,More than once a week,Describes very well,Describes very well,Does not describe very well,Describes very well,12,82,Widowed,229,Ballot c
2002,20673,20673,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,33,Separated,230,Ballot a
2002,0,160197,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,67,Married,231,Ballot b
2002,0,1946,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,29,Never married,232,Ballot c
2002,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,72,Widowed,233,Ballot b
2002,0,65668,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,76,Married,234,Ballot c
2002,43779,65668,Disagree,Once a month,Once in the past year,2,4,3,Describes very well,16,55,Married,235,Ballot b
2002,0,26754,Agree,Once a month,Not at all in the past year,Describes very well,Describes very well,Describes very well,Describes very well,2,89 or older,Married,236,Ballot c
2002,15809,65668,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,21,Never married,237,Ballot b
2002,31618,53507,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,33,Married,238,Ballot c
2002,10945,53507,Disagree,Once a month,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Does not describe very well,4,12,24,Married,239,Ballot b
2002,53507,65668,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,40,Married,240,Ballot b
2002,26754,53507,Agree,Not at all in the past year,Not at all in the past year,3,4,2,3,12,25,Never married,241,Ballot b
2002,53507,160197,Strongly agree,Once a week,Once a month,2,4,2,4,13,32,Never married,242,Ballot c
2002,20673,53507,Agree,Once a month,Not at all in the past year,3,4,3,3,14,23,Never married,243,Ballot b
2002,31618,97286,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,26,Never married,244,Ballot a
2002,0,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,67,Widowed,245,Ballot b
2002,26754,53507,Disagree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,2,4,3,4,11,24,Married,246,Ballot a
2002,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,53,Married,247,Ballot a
2002,0,10945,Agree,Once in the past year,Not at all in the past year,3,Does not describe very well,2,4,14,50,Separated,248,Ballot a
2002,1946,13377,Strongly agree,Once a month,Not at all in the past year,Describes very well,3,3,3,14,54,Divorced,249,Ballot b
2002,53507,53507,Agree,Once in the past year,Once in the past year,3,2,3,3,12,28,Never married,250,Ballot c
2002,13377,36482,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,62,Married,251,Ballot b
2002,10945,80261,Agree,Not at all in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,12,39,Married,252,Ballot b
2002,0,53507,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,46,Never married,253,Ballot a
2002,20673,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,45,Married,254,Ballot b
2002,31618,31618,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,28,Never married,255,Ballot c
2002,65668,160197,Neither agree nor disagree,Once a month,Once a month,4,Describes very well,3,Describes very well,14,42,Never married,256,Ballot b
2002,13377,13377,Strongly agree,Once in the past year,Once in the past year,2,4,Does not describe very well,Describes very well,16,25,Never married,257,Ballot c
2002,13377,13377,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,30,Never married,258,Ballot c
2002,18241,18241,Agree,Once in the past year,Not at all in the past year,Describes very well,Describes very well,3,Describes very well,14,53,Divorced,259,Ballot a
2002,7296,13377,Agree,Once a month,Once a week,3,3,3,Does not describe very well,14,25,Never married,260,Ballot b
2002,5351,20673,Neither agree nor disagree,Once in the past year,Not at all in the past year,3,3,3,3,15,32,Never married,261,Ballot c
2002,0,3405,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,41,Married,262,Ballot a
2002,486,5351,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,26,Never married,263,Ballot b
2002,0,10945,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,68,Widowed,264,Ballot b
2002,53507,80261,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,43,Married,265,Ballot c
2002,0,18241,Neither agree nor disagree,Once a month,More than once a week,Does not describe very well,4,Does not describe very well,Describes very well,13,35,Never married,266,Ballot a
2002,0,7296,Strongly disagree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,16,26,Never married,267,Ballot b
2002,0,3405,Strongly agree,Not at all in the past year,Not at all in the past year,Does not describe very well,Describes very well,Describes very well,Does not describe very well,11,24,Never married,268,Ballot c
2002,0,4378,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,48,Never married,269,Ballot a
2002,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,72,Never married,270,Ballot b
2002,0,13377,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,31,Never married,271,Ballot c
2002,3405,3405,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,2,Describes very well,3,4,11,25,Never married,272,Ballot a
2002,15809,65668,Disagree,Once in the past year,Not at all in the past year,3,3,4,3,16,23,Never married,273,Ballot b
2002,36482,160197,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,58,Married,274,Ballot b
2002,26754,80261,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,63,Married,275,Ballot a
2002,235707,160197,Disagree,Once a month,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,18,56,Married,276,Ballot c
2002,0,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,72,Married,277,Ballot a
2002,43779,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,26,Never married,278,Ballot b
2002,43779,65668,Neither agree nor disagree,Once a month,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,4,Describes very well,16,61,Married,279,Ballot a
2002,235707,160197,Agree,At least 2 or 3 times in the past year,Not at all in the past year,4,4,4,3,11,62,Separated,280,Ballot c
2002,31618,97286,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,3,Describes very well,12,43,Married,281,Ballot b
2002,235707,160197,Disagree,Not at all in the past year,Not at all in the past year,2,Describes very well,Does not describe very well,Describes very well,20,33,Married,282,Ballot c
2002,53507,53507,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,47,Never married,283,Ballot c
2002,26754,65668,Agree,Once a month,Not at all in the past year,Does not describe very well,Does not describe very well,4,Describes very well,18,49,Married,284,Ballot c
2002,18241,53507,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,58,Married,285,Ballot a
2002,0,80261,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,42,Married,286,Ballot c
2002,65668,65668,Agree,At least 2 or 3 times in the past year,Not at all in the past year,2,4,3,3,19,40,Married,287,Ballot a
2002,53507,53507,Strongly disagree,Once a month,Once a week,Does not describe very well,Describes very well,Does not describe very well,Describes very well,16,43,Divorced,288,Ballot c
2002,80261,80261,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,48,Never married,289,Ballot a
2002,23105,80261,Disagree,At least 2 or 3 times in the past year,Not at all in the past year,2,3,2,4,6,48,Married,290,Ballot b
